#Installed renewable electricity-generating capacity (watts per capita) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Bahrain,Barbados,Belize,Bermuda,"Virgin Islands, British",Cabo Verde,Cayman Islands,Comoros,Cook Islands,Cuba,Curaçao,Dominica,Dominican Republic,Fiji,Grenada,Guinea-Bissau,Guyana,Haiti,Jamaica,Kiribati,Saint Kitts and Nevis,Maldives,Marshall Islands,Mauritius,"Micronesia, Federated States of",Montserrat,Nauru,Niue,Palau,Papua New Guinea,Saint Lucia,Samoa,Sao Tome and Principe,Seychelles,Singapore,Sint Maarten,Solomon Islands,Saint Vincent and the Grenadines,Suriname,Timor-Leste,Tokelau,Tonga,Trinidad and Tobago,Turks and Caicos Islands,Tuvalu,Vanuatu
2010,No Data,0.757333333,148.03525,0.845,0.367333333,2.362666667,78.7496,No Data,13.671,9.878666667,No Data,2.099,3.117333333,22.0298,35.74933333,49.5225,22.2378,68.2228,1.625333333,No Data,28.3772,2.856,13.4968,3.808,29.92533333,2.2665,3.785333333,46.5048,0.65375,No Data,3.996,33.909,16.264,16.4822,0.115,26.9414,8.574666667,No Data,10.2434,No Data,0.6555,34.73133333,170.2375,0.281333333,12.40066667,0.769333333,1.066,No Data,19.865,7.2898
2011,No Data,2.240666667,148.45675,1.143,0.359333333,2.944666667,100.9342,No Data,13.41533333,30.06866667,No Data,2.049,3.15,22.0938,35.01666667,49.49775,23.3376,67.9526,2.185,No Data,28.7648,2.81475,13.4936,4.067,29.93433333,2.2025,3.774,47.0956,0.745,No Data,3.973,33.993,32.511,16.1256,0.114,26.7224,8.382,No Data,10.1072,No Data,1.3775,34.775,168.431,0.276666667,12.302,0.772666667,1.0595,No Data,19.951,11.6904
2012,4.495,2.212,151.1235,1.705,0.61,3.524666667,99.8754,No Data,13.262,43.24533333,No Data,2,3.183333333,21.1014,129.6193333,49.539,28.8492,88.4704,2.432333333,No Data,28.7464,2.80125,13.4588,4.381,29.67066667,3.5445,5.642666667,47.4836,0.8695,No Data,6.906,34.247,37.823,16.3826,0.283,18.7932,8.21,No Data,10.1464,No Data,1.3415,35.01333333,166.89325,0.272,545.142,7.339333333,1.0525,No Data,19.732,11.434
2013,4.444,2.914,153.1525,1.702,0.602666667,3.986666667,97.6896,No Data,13.17133333,42.79666667,No Data,1.953,24.52266667,19.6814,140.7403333,49.494,28.8244,88.2134,3.667,No Data,28.7222,2.773,14.4304,4.653,33.91066667,3.90425,7.728666667,48.2628,1.204,No Data,20.572,34.247,42.322,16.1496,0.338,18.948,8.271333333,44.81233333,12.63,No Data,1.3055,37.26,165.3065,0.589666667,532.326,10.90733333,1.0455,No Data,19.541,11.1412
2014,80.842,2.880666667,177.78675,3.443,2.838666667,15.214,96.3194,No Data,13.11,42.455,No Data,1.907,64.23533333,21.0672,158.638,49.4435,28.883,88.37,4.763,No Data,28.6778,2.7395,14.626,6.884,47.79166667,6.35825,11.76333333,53.2008,2.02325,No Data,20.41,212.197,51.631,15.8276,0.561,26.0408,8.236,49.24266667,15.109,No Data,1.7665,37.17666667,168.2655,0.579333333,520.9533333,10.98766667,1.153,No Data,25.335,11.9188
2015,79.908,24.224,182.57775,3.466,2.764666667,21.02866667,95.7426,No Data,15.896,42.32933333,No Data,1.863,120.7366667,22.2066,167.24,49.38525,28.9924,88.8068,6.709333333,0.18,28.79,2.719,14.8776,20.815,47.392,6.099,11.71,56.4846,10.1015,No Data,20.243,211.801,51.514,16.428,4.243,29.3606,8.153,52.03866667,17.9624,No Data,1.71925,39.034,168.02275,0.568666667,508.42,19.05133333,1.3055,0.834,185.963,11.779
2016,148.32,24.686,181.662,3.837,3.127333333,46.69933333,111.1728,No Data,15.784,41.89,44.019,1.82,157.8293333,21.5264,170.1283333,52.09875,33.4872,89.3396,13.70066667,0.175,23.924,2.6845,25.9622,25.433,53.45833333,8.6625,18.58333333,62.0762,11.642375,No Data,67.787,211.67,72.243,16.1194,4.638,34.2428,8.126,55.34733333,21.722,No Data,2.62725,41.65633333,166.725,0.558,543.8873333,22.68066667,1.2985,0.821,197.828,13.3714
2017,146.764,27.24666667,180.80675,3.657,2.984666667,48.95866667,117.5064,No Data,15.67066667,41.47,138.304,1.779,157.974,23.8278,230.884,51.98725,34.36,95.4376,14.20833333,0.171,24.5772,2.674,29.6666,25.072,53.04,11.01725,18.47733333,62.4312,11.529125,No Data,67.127,211.538,71.874,15.8002,4.614,54.3084,8.486,59.76733333,22.9446,No Data,2.85375,41.94533333,165.961,0.571,535.0806667,42.032,1.2925,5.119,195.952,13.9124
2018,77.419,57.47,179.9785,3.54,2.985666667,51.214,115.564,No Data,15.55066667,43.32266667,154.538,1.74,227.182,26.7484,233.0733333,49.66775,39.5684,95.8444,16.36033333,0.624,26.2432,3.62,29.5254,24.706,52.63333333,10.605,18.558,74.4992,12.477,No Data,76.981,211.801,93.797,15.494,21.084,54.4216,8.384333333,66.58866667,26.2628,No Data,2.78,41.79866667,165.33,0.56,526.5553333,41.67333333,1.083,11.681,194.524,15.6544
2019,101.6,56.97733333,179.193,5.88,4.074,81.34133333,105.3616,No Data,15.42733333,42.891,170.814,1.702,276.2106667,38.294,232.1173333,49.542,45.8606,95.172,19.964,0.609,27.1702,3.575,34.4106,24.335,52.23933333,13.9455,18.438,79.3938,12.6405,50.09,180.881,583.024,96.939,15.1958,20.98,57.098,8.227333333,66.14766667,33.79,No Data,2.70975,45.27133333,163.8015,0.549,529.3233333,49.44966667,1.079,24.611,192.021,15.5718
2020,100.72,111.987,178.4275,5.678,4.088666667,116.0406667,103.4856,No Data,15.32333333,42.424,193.807,1.665,275.9433333,42.3156,231.16,49.41625,48.2864,94.5504,19.872,0.594,27.0392,3.5315,34.2608,23.961,51.88766667,15.54825,18.31266667,79.2628,12.51275,50.01,179.712,581.582,96.451,14.9052,20.885,56.7188,8.073333333,66.35466667,37.4556,No Data,2.64275,45.12666667,162.8885,0.538666667,521.4813333,48.88833333,1.0755,24.278,196.065,15.1366
